area,majoraxislength,minoraxislength,eccentricity,convexarea,equivdiameter,extent,perimeter,roundness,aspectration,class,clusters
7220,144.466,64.971,0.893,7493,95.879,0.57,351.469,0.734,2.224,gonen,1
8083,151.902,68.314,0.893,8254,101.447,0.587,360.475,0.782,2.224,gonen,1
8088,152.101,68.401,0.893,8247,101.479,0.696,360.042,0.784,2.224,gonen,1
6718,138.876,62.452,0.893,6913,92.486,0.81,335.231,0.751,2.224,gonen,1
9563,165.322,74.343,0.893,9921,110.345,0.625,406.794,0.726,2.224,gonen,2
9364,163.588,73.56,0.893,9569,109.191,0.666,391.362,0.768,2.224,gonen,2
6426,136.032,61.168,0.893,6563,90.454,0.574,324.078,0.769,2.224,gonen,1
7986,151.346,68.054,0.893,8152,100.837,0.783,357.503,0.785,2.224,gonen,1
8393,155.17,69.771,0.893,8683,103.375,0.774,370.636,0.768,2.224,gonen,2
7772,149.803,67.357,0.893,8054,99.477,0.556,359.748,0.755,2.224,gonen,1
8989,160.378,72.11,0.893,9169,106.982,0.739,380.486,0.78,2.224,gonen,2
7529,147.11,66.143,0.893,7762,97.909,0.717,354.517,0.753,2.224,gonen,1
8677,157.607,70.862,0.893,8943,105.109,0.565,377.101,0.767,2.224,gonen,2
9572,165.489,74.406,0.893,9907,110.397,0.61,409.036,0.719,2.224,gonen,2
7828,150.014,67.448,0.893,8123,99.834,0.577,364.339,0.741,2.224,gonen,1
8451,155.548,69.936,0.893,8663,103.731,0.596,368.993,0.78,2.224,gonen,2
10076,169.788,76.339,0.893,10358,113.266,0.581,422.67,0.709,2.224,gonen,2
9182,161.762,72.73,0.893,9330,108.124,0.589,381.961,0.791,2.224,gonen,2
8135,152.576,68.599,0.893,8330,101.773,0.575,362.129,0.78,2.224,gonen,1
6390,135.379,60.867,0.893,6550,90.2,0.712,323.381,0.768,2.224,gonen,1
8898,159.756,71.827,0.893,9184,106.439,0.667,382.107,0.766,2.224,gonen,2
8776,159.14,71.55,0.893,9060,105.707,0.575,381.558,0.758,2.224,gonen,2
7897,150.478,67.655,0.893,8140,100.273,0.573,377.984,0.695,2.224,gonen,1
8498,156.227,70.239,0.893,8683,104.019,0.622,371.754,0.773,2.224,gonen,2
9404,164.255,73.847,0.893,9675,109.424,0.785,392.601,0.767,2.224,gonen,2
9101,161.423,72.572,0.893,9370,107.646,0.568,386.568,0.765,2.224,gonen,2
7362,145.674,65.49,0.893,7493,96.817,0.628,346.355,0.771,2.224,gonen,1
7636,147.541,66.329,0.893,7738,98.603,0.763,347.753,0.793,2.224,gonen,1
8859,159.719,71.803,0.893,9157,106.206,0.569,385.782,0.748,2.224,gonen,2
9238,163.006,73.278,0.893,9609,108.454,0.647,393.289,0.751,2.224,gonen,2
9239,162.611,73.101,0.893,9543,108.459,0.56,401.464,0.72,2.224,gonen,2
8382,155.666,69.978,0.893,8662,103.307,0.779,372.546,0.759,2.224,gonen,2
7106,142.277,63.959,0.893,7225,95.119,0.578,335.219,0.795,2.225,gonen,1
8041,152.039,68.347,0.893,8238,101.184,0.688,364.359,0.761,2.225,gonen,1
8819,159.8,71.834,0.893,9124,105.966,0.792,382.387,0.758,2.225,gonen,2
9196,162.634,73.108,0.893,9507,108.207,0.651,391.097,0.756,2.225,gonen,2
7748,148.881,66.925,0.893,7947,99.323,0.566,354.953,0.773,2.225,gonen,1
9485,165.192,74.257,0.893,9794,109.894,0.6,394.481,0.766,2.225,gonen,2
8761,158.376,71.192,0.893,8991,105.617,0.759,376.69,0.776,2.225,gonen,2
10053,169.384,76.138,0.893,10232,113.137,0.797,401.302,0.784,2.225,gonen,2
8740,158.46,71.227,0.893,9035,105.49,0.676,378.592,0.766,2.225,gonen,2
8745,158.764,71.363,0.893,9020,105.52,0.588,376.751,0.774,2.225,gonen,2
8738,158.449,71.222,0.893,9104,105.478,0.737,382.131,0.752,2.225,gonen,2
8718,158.105,71.066,0.893,8868,105.357,0.616,373.416,0.786,2.225,gonen,2
9220,163.327,73.412,0.893,9483,108.348,0.546,392.724,0.751,2.225,gonen,2
8631,157.537,70.809,0.893,8914,104.83,0.557,376.804,0.764,2.225,gonen,2
8535,156.7,70.432,0.893,8777,104.245,0.622,375.384,0.761,2.225,gonen,2
8782,158.114,71.067,0.893,8930,105.743,0.782,376.284,0.779,2.225,gonen,2
9548,165.323,74.306,0.893,9800,110.258,0.737,393.784,0.774,2.225,gonen,2
9509,164.84,74.088,0.893,9688,110.033,0.563,390.962,0.782,2.225,gonen,2
8578,156.892,70.513,0.893,8861,104.508,0.656,375.185,0.766,2.225,gonen,2
7308,145.197,65.256,0.893,7499,96.462,0.691,345.578,0.769,2.225,gonen,1
9488,165.266,74.275,0.893,9817,109.911,0.607,395.862,0.761,2.225,gonen,2
8164,153.279,68.887,0.893,8333,101.955,0.586,361.988,0.783,2.225,gonen,1
9081,161.445,72.552,0.893,9209,107.528,0.577,380.5,0.788,2.225,gonen,2
8644,157.781,70.903,0.893,8958,104.909,0.625,382.207,0.744,2.225,gonen,2
8291,154.208,69.297,0.893,8464,102.744,0.567,365.457,0.78,2.225,gonen,2
6420,136.352,61.272,0.893,6568,90.411,0.586,330.123,0.74,2.225,gonen,1
8797,158.557,71.249,0.893,8964,105.833,0.559,377.705,0.775,2.225,gonen,2
7975,151.635,68.138,0.893,8110,100.767,0.627,357.992,0.782,2.225,gonen,1
7875,150.072,67.435,0.893,7993,100.134,0.6,354.67,0.787,2.225,gonen,1
9064,160.797,72.254,0.893,9332,107.427,0.678,384.911,0.769,2.225,gonen,2
8354,154.937,69.62,0.893,8642,103.134,0.587,371.863,0.759,2.225,gonen,2
9133,162.168,72.868,0.893,9461,107.836,0.684,388.93,0.759,2.226,gonen,2
8896,159.732,71.769,0.893,9067,106.427,0.771,384.216,0.757,2.226,gonen,2
8310,155.117,69.694,0.893,8551,102.862,0.572,375.593,0.74,2.226,gonen,2
7192,143.148,64.316,0.893,7295,95.693,0.579,335.244,0.804,2.226,gonen,1
9450,164.423,73.874,0.893,9642,109.691,0.565,388.902,0.785,2.226,gonen,2
8916,159.699,71.751,0.893,9320,106.547,0.747,391.088,0.733,2.226,gonen,2
8984,160.672,72.187,0.893,9251,106.952,0.647,383.331,0.768,2.226,gonen,2
6811,139.62,62.729,0.893,6953,93.124,0.58,337.815,0.75,2.226,gonen,1
8017,151.933,68.26,0.893,8285,101.032,0.648,364.55,0.758,2.226,gonen,1
7877,149.948,67.368,0.893,8014,100.146,0.579,355.506,0.783,2.226,gonen,1
9049,161.346,72.486,0.893,9319,107.338,0.656,385.2,0.766,2.226,gonen,2
6886,140.635,63.181,0.893,7002,93.635,0.652,332.064,0.785,2.226,gonen,1
9415,164.307,73.812,0.893,9683,109.488,0.558,393.353,0.765,2.226,gonen,2
8008,151.4,68.012,0.893,8175,100.976,0.565,360.062,0.776,2.226,gonen,1
6589,138.142,62.055,0.893,6755,91.594,0.747,330.063,0.76,2.226,gonen,1
7526,146.531,65.823,0.893,7633,97.89,0.615,345.911,0.79,2.226,gonen,1
8493,155.988,70.07,0.893,8684,103.989,0.777,371.389,0.774,2.226,gonen,2
7280,144.414,64.87,0.893,7381,96.277,0.797,341.153,0.786,2.226,gonen,1
8534,156.566,70.329,0.893,8806,104.239,0.793,378.526,0.748,2.226,gonen,2
8410,155.849,70.006,0.893,8700,103.479,0.561,372.236,0.763,2.226,gonen,2
9363,163.653,73.511,0.893,9569,109.185,0.61,390.99,0.77,2.226,gonen,2
9648,166.496,74.788,0.893,9950,110.834,0.745,402.864,0.747,2.226,gonen,2
7951,151.253,67.94,0.893,8179,100.616,0.553,360.601,0.768,2.226,gonen,1
8978,160.88,72.262,0.893,9283,106.917,0.615,386.052,0.757,2.226,gonen,2
7911,150.575,67.63,0.893,8141,100.362,0.61,358.844,0.772,2.226,gonen,1
9381,164.001,73.657,0.893,9559,109.29,0.728,390.269,0.774,2.227,gonen,2
9445,164.689,73.965,0.893,9713,109.662,0.716,392.048,0.772,2.227,gonen,2
8727,158.991,71.405,0.893,9021,105.411,0.558,380.491,0.758,2.227,gonen,2
8340,154.5,69.388,0.893,8512,103.048,0.727,369.139,0.769,2.227,gonen,2
9219,162.852,73.137,0.893,9384,108.342,0.77,389.278,0.764,2.227,gonen,2
8623,157.24,70.615,0.893,8834,104.781,0.801,374.878,0.771,2.227,gonen,2
7921,150.517,67.596,0.893,8043,100.426,0.793,355.923,0.786,2.227,gonen,1
9491,165.368,74.264,0.893,9886,109.929,0.567,436.387,0.626,2.227,gonen,2
9655,165.993,74.544,0.893,9855,110.874,0.617,395.225,0.777,2.227,gonen,2
7776,148.96,66.894,0.893,7884,99.502,0.573,351.522,0.791,2.227,gonen,1
8737,158.697,71.265,0.893,8964,105.472,0.574,377.579,0.77,2.227,gonen,2
8798,159.149,71.465,0.894,9091,105.839,0.566,380.919,0.762,2.227,gonen,2
8377,154.988,69.594,0.894,8557,103.276,0.612,367.537,0.779,2.227,gonen,2
7857,150.732,67.683,0.894,8135,100.019,0.782,360.546,0.76,2.227,gonen,1
8466,155.511,69.826,0.894,8619,103.823,0.68,369.545,0.779,2.227,gonen,2
7238,144.301,64.792,0.894,7424,95.998,0.637,347.15,0.755,2.227,gonen,1
8558,157.453,70.694,0.894,8837,104.386,0.646,376.897,0.757,2.227,gonen,2
9173,162.514,72.965,0.894,9494,108.071,0.575,392.044,0.75,2.227,gonen,2
8191,153.983,69.134,0.894,8449,102.123,0.559,367.077,0.764,2.227,gonen,2
9699,166.761,74.869,0.894,9949,111.127,0.709,399.846,0.762,2.227,gonen,2
7409,145.214,65.195,0.894,7520,97.126,0.815,344.212,0.786,2.227,gonen,1
8793,158.754,71.273,0.894,8976,105.809,0.681,376.914,0.778,2.227,gonen,2
7660,148.363,66.608,0.894,7795,98.757,0.626,351.781,0.778,2.227,gonen,1
9828,167.653,75.265,0.894,10094,111.863,0.639,398.764,0.777,2.228,gonen,2
8665,157.387,70.655,0.894,8832,105.036,0.564,374.561,0.776,2.228,gonen,2
6606,137.7,61.817,0.894,6735,91.712,0.622,325.407,0.784,2.228,gonen,1
8337,154.936,69.552,0.894,8482,103.029,0.795,365.69,0.783,2.228,gonen,2
9730,167.028,74.98,0.894,9965,111.304,0.583,398.337,0.771,2.228,gonen,2
7552,147.371,66.155,0.894,7672,98.059,0.595,348.6,0.781,2.228,gonen,1
8979,160.281,71.947,0.894,9262,106.922,0.697,384.282,0.764,2.228,gonen,2
6632,138.584,62.207,0.894,6817,91.892,0.602,330.966,0.761,2.228,gonen,1
8181,153.366,68.843,0.894,8323,102.061,0.757,366.277,0.766,2.228,gonen,2
9047,161.319,72.412,0.894,9234,107.327,0.649,382.107,0.779,2.228,gonen,2
9255,162.887,73.115,0.894,9496,108.553,0.573,391.497,0.759,2.228,gonen,2
7878,150.519,67.558,0.894,8023,100.153,0.566,359.442,0.766,2.228,gonen,1
8821,158.987,71.356,0.894,8996,105.978,0.571,375.471,0.786,2.228,gonen,2
7654,148.439,66.62,0.894,7949,98.719,0.56,358.328,0.749,2.228,gonen,1
8911,159.641,71.645,0.894,9053,106.517,0.742,377.145,0.787,2.228,gonen,2
9063,161.881,72.649,0.894,9317,107.421,0.708,389.128,0.752,2.228,gonen,2
7180,143.078,64.211,0.894,7372,95.613,0.569,338.296,0.788,2.228,gonen,1
9166,162.398,72.879,0.894,9413,108.03,0.59,386.246,0.772,2.228,gonen,2
8963,160.559,72.053,0.894,9193,106.827,0.58,385.354,0.758,2.228,gonen,2
8709,157.889,70.855,0.894,8929,105.303,0.69,375.656,0.776,2.228,gonen,2
8820,159.292,71.484,0.894,9156,105.972,0.639,382.579,0.757,2.228,gonen,2
9351,164.171,73.672,0.894,9674,109.115,0.695,394.454,0.755,2.228,gonen,2
9167,162.441,72.896,0.894,9405,108.036,0.578,385.942,0.773,2.228,gonen,2
8917,160.56,72.05,0.894,9134,106.553,0.769,384.0,0.76,2.228,gonen,2
9384,164.232,73.696,0.894,9550,109.307,0.643,387.441,0.786,2.229,gonen,2
6075,133.308,59.819,0.894,6270,87.948,0.583,320.884,0.741,2.229,gonen,3
8488,156.239,70.107,0.894,8782,103.958,0.794,374.646,0.76,2.229,gonen,2
8923,160.194,71.881,0.894,9174,106.589,0.685,382.057,0.768,2.229,gonen,2
8661,157.616,70.723,0.894,8950,105.012,0.61,375.41,0.772,2.229,gonen,2
8321,154.692,69.411,0.894,8606,102.93,0.559,372.849,0.752,2.229,gonen,2
8633,157.379,70.614,0.894,8810,104.842,0.581,375.438,0.77,2.229,gonen,2
8811,159.361,71.503,0.894,9005,105.917,0.601,377.278,0.778,2.229,gonen,2
8018,152.465,68.407,0.894,8357,101.039,0.723,369.643,0.737,2.229,gonen,1
7654,148.491,66.624,0.894,7849,98.719,0.619,353.278,0.771,2.229,gonen,1
9605,166.163,74.552,0.894,9919,110.587,0.615,401.692,0.748,2.229,gonen,2
9283,163.716,73.452,0.894,10064,108.717,0.61,436.402,0.613,2.229,gonen,2
8987,160.692,72.093,0.894,9192,106.97,0.626,382.496,0.772,2.229,gonen,2
8025,151.885,68.142,0.894,8230,101.083,0.621,361.424,0.772,2.229,gonen,1
8783,159.237,71.439,0.894,9118,105.749,0.717,383.455,0.751,2.229,gonen,2
8328,154.816,69.456,0.894,8589,102.973,0.768,369.147,0.768,2.229,gonen,2
8934,160.08,71.817,0.894,9221,106.654,0.685,383.356,0.764,2.229,gonen,2
8137,153.131,68.698,0.894,8503,101.786,0.606,370.845,0.744,2.229,gonen,2
9220,162.73,73.004,0.894,9412,108.348,0.671,385.407,0.78,2.229,gonen,2
9030,161.551,72.473,0.894,9368,107.226,0.71,388.772,0.751,2.229,gonen,2
10176,170.984,76.704,0.894,10413,113.827,0.713,411.541,0.755,2.229,gonen,2
8642,157.59,70.695,0.894,8751,104.897,0.807,370.346,0.792,2.229,gonen,2
9300,163.348,73.277,0.894,9532,108.817,0.713,389.633,0.77,2.229,gonen,2
9216,162.869,73.062,0.894,9547,108.324,0.599,388.352,0.768,2.229,gonen,2
8983,160.97,72.21,0.894,9232,106.946,0.79,382.793,0.77,2.229,gonen,2
8887,159.506,71.552,0.894,9033,106.373,0.564,379.135,0.777,2.229,gonen,2
8353,154.943,69.505,0.894,8597,103.128,0.718,369.511,0.769,2.229,gonen,2
7991,151.832,68.109,0.894,8328,100.869,0.73,365.723,0.751,2.229,gonen,1
8799,158.58,71.136,0.894,8982,105.845,0.723,379.966,0.766,2.229,gonen,2
9256,162.853,73.052,0.894,9467,108.559,0.666,388.591,0.77,2.229,gonen,2
9185,162.19,72.754,0.894,9437,108.142,0.568,397.774,0.729,2.229,gonen,2
6623,137.941,61.875,0.894,6806,91.83,0.59,330.372,0.763,2.229,gonen,1
8652,158.208,70.965,0.894,8870,104.957,0.593,377.172,0.764,2.229,gonen,2
9264,163.507,73.342,0.894,9524,108.606,0.671,391.014,0.761,2.229,gonen,2
8980,160.661,72.062,0.894,9201,106.928,0.763,386.837,0.754,2.229,gonen,2
9224,162.935,73.082,0.894,9476,108.371,0.576,389.646,0.763,2.229,gonen,2
9307,163.61,73.385,0.894,9513,108.858,0.582,387.7,0.778,2.229,gonen,2
9215,162.639,72.949,0.894,9389,108.319,0.8,387.441,0.771,2.229,gonen,2
6314,134.671,60.403,0.894,6476,89.662,0.572,320.919,0.77,2.23,gonen,3
9076,161.589,72.477,0.894,9372,107.498,0.562,387.172,0.761,2.23,gonen,2
8251,153.901,69.028,0.894,8501,102.496,0.782,366.823,0.771,2.23,gonen,2
7875,150.405,67.459,0.894,8080,100.134,0.593,358.439,0.77,2.23,gonen,1
9323,163.831,73.48,0.894,9614,108.951,0.577,393.492,0.757,2.23,gonen,2
9284,163.223,73.208,0.894,9501,108.723,0.587,388.389,0.773,2.23,gonen,2
8684,158.392,71.037,0.894,8948,105.151,0.714,380.436,0.754,2.23,gonen,2
6753,139.091,62.38,0.894,6881,92.726,0.643,328.724,0.785,2.23,gonen,1
7137,142.913,64.094,0.894,7278,95.326,0.578,338.394,0.783,2.23,gonen,1
8419,155.942,69.934,0.894,8613,103.535,0.605,369.356,0.775,2.23,gonen,2
8616,157.243,70.517,0.894,8808,104.739,0.593,372.824,0.779,2.23,gonen,2
9704,166.965,74.874,0.894,9992,111.155,0.773,401.219,0.758,2.23,gonen,2
6221,133.472,59.855,0.894,6318,88.999,0.571,316.05,0.783,2.23,gonen,3
8652,157.597,70.673,0.894,8797,104.957,0.809,371.512,0.788,2.23,gonen,2
8682,157.889,70.804,0.894,8885,105.139,0.565,377.771,0.764,2.23,gonen,2
9385,164.694,73.855,0.894,9684,109.313,0.789,391.509,0.769,2.23,gonen,2
9385,164.359,73.704,0.894,9692,109.313,0.694,392.982,0.764,2.23,gonen,2
8556,156.477,70.169,0.894,8742,104.374,0.746,372.034,0.777,2.23,gonen,2
9034,160.894,72.149,0.894,9187,107.249,0.6,381.003,0.782,2.23,gonen,2
7602,147.935,66.337,0.894,7771,98.383,0.57,350.984,0.775,2.23,gonen,1
7218,144.317,64.713,0.894,7334,95.866,0.665,342.071,0.775,2.23,gonen,1
7567,147.088,65.955,0.894,7734,98.156,0.625,349.375,0.779,2.23,gonen,1
8873,159.773,71.643,0.894,9111,106.289,0.694,380.527,0.77,2.23,gonen,2
8102,153.088,68.641,0.894,8373,101.567,0.659,366.303,0.759,2.23,gonen,2
7407,146.031,65.477,0.894,7537,97.113,0.65,345.264,0.781,2.23,gonen,1
9557,165.606,74.251,0.894,9872,110.31,0.599,402.735,0.74,2.23,gonen,2
8719,158.436,71.036,0.894,8844,105.363,0.579,374.231,0.782,2.23,gonen,2
9133,161.459,72.39,0.894,9420,107.836,0.604,413.42,0.671,2.23,gonen,2
8438,155.934,69.912,0.894,8668,103.651,0.74,371.612,0.768,2.23,gonen,2
8700,158.581,71.098,0.894,8882,105.248,0.556,375.553,0.775,2.23,gonen,2
9137,162.755,72.969,0.894,9448,107.859,0.616,391.081,0.751,2.23,gonen,2
8358,154.706,69.36,0.894,8478,103.159,0.566,365.266,0.787,2.23,gonen,2
9161,161.665,72.479,0.894,9299,108.001,0.595,381.326,0.792,2.23,gonen,2
8321,154.553,69.289,0.894,8501,102.93,0.564,367.036,0.776,2.231,gonen,2
8114,153.232,68.697,0.894,8371,101.642,0.554,365.473,0.763,2.231,gonen,2
6761,138.99,62.312,0.894,7052,92.781,0.602,364.114,0.641,2.231,gonen,1
8449,156.454,70.141,0.894,8697,103.719,0.573,378.265,0.742,2.231,gonen,2
8886,160.03,71.744,0.894,9187,106.367,0.562,382.426,0.764,2.231,gonen,2
7240,143.986,64.55,0.894,7336,96.012,0.793,341.071,0.782,2.231,gonen,1
8554,156.91,70.344,0.894,8840,104.361,0.567,376.908,0.757,2.231,gonen,2
8025,151.667,67.993,0.894,8211,101.083,0.591,362.947,0.766,2.231,gonen,1
8723,158.922,71.245,0.894,8952,105.387,0.565,381.087,0.755,2.231,gonen,2
8577,157.18,70.462,0.894,8869,104.502,0.748,377.368,0.757,2.231,gonen,2
8994,160.86,72.109,0.894,9236,107.012,0.62,385.953,0.759,2.231,gonen,2
8055,152.135,68.197,0.894,8267,101.272,0.603,362.971,0.768,2.231,gonen,1
9041,161.753,72.504,0.894,9463,107.291,0.572,394.409,0.73,2.231,gonen,2
9026,161.49,72.386,0.894,9354,107.202,0.64,387.549,0.755,2.231,gonen,2
8035,152.501,68.353,0.894,8242,101.146,0.777,362.175,0.77,2.231,gonen,1
7372,145.852,65.372,0.894,7622,96.883,0.594,350.575,0.754,2.231,gonen,1
8866,160.046,71.733,0.894,9082,106.248,0.669,384.994,0.752,2.231,gonen,2
7530,147.011,65.891,0.894,7651,97.916,0.582,346.599,0.788,2.231,gonen,1
9454,164.613,73.778,0.894,9639,109.714,0.827,393.435,0.768,2.231,gonen,2
6343,134.993,60.501,0.894,6474,89.867,0.646,320.106,0.778,2.231,gonen,3
8460,156.139,69.977,0.894,8686,103.786,0.556,371.742,0.769,2.231,gonen,2
8671,158.187,70.894,0.894,8903,105.073,0.564,378.159,0.762,2.231,gonen,2
7313,145.401,65.162,0.894,7557,96.495,0.58,349.507,0.752,2.231,gonen,1
9094,161.617,72.429,0.894,9298,107.605,0.67,384.1,0.775,2.231,gonen,2
6946,141.262,63.305,0.894,7127,94.042,0.564,336.659,0.77,2.231,gonen,1
8820,159.035,71.27,0.894,9075,105.972,0.694,380.552,0.765,2.231,gonen,2
8858,159.998,71.701,0.894,9031,106.2,0.719,379.088,0.775,2.231,gonen,2
7932,151.05,67.691,0.894,8155,100.495,0.585,361.467,0.763,2.231,gonen,1
8489,155.725,69.779,0.894,8620,103.964,0.592,367.97,0.788,2.232,gonen,2
9371,164.088,73.527,0.894,9612,109.232,0.578,396.368,0.75,2.232,gonen,2
8038,152.834,68.483,0.894,8290,101.165,0.789,364.54,0.76,2.232,gonen,1
9194,163.117,73.09,0.894,9514,108.195,0.593,390.246,0.759,2.232,gonen,2
8296,154.383,69.176,0.894,8547,102.775,0.674,368.891,0.766,2.232,gonen,2
7487,146.429,65.612,0.894,7576,97.636,0.583,344.59,0.792,2.232,gonen,1
6132,133.035,59.61,0.894,6320,88.36,0.593,318.842,0.758,2.232,gonen,3
8389,155.142,69.514,0.894,8578,103.35,0.69,368.974,0.774,2.232,gonen,2
9120,161.96,72.569,0.894,9359,107.759,0.7,388.244,0.76,2.232,gonen,2
6639,138.474,62.044,0.894,6819,91.94,0.57,332.921,0.753,2.232,gonen,1
8556,156.881,70.291,0.894,8782,104.374,0.613,372.449,0.775,2.232,gonen,2
7771,149.846,67.137,0.894,8017,99.47,0.593,367.586,0.723,2.232,gonen,1
9539,165.656,74.221,0.894,9838,110.206,0.557,401.389,0.744,2.232,gonen,2
9348,164.42,73.667,0.894,9669,109.097,0.558,393.459,0.759,2.232,gonen,2
7058,142.303,63.757,0.894,7166,94.797,0.807,335.247,0.789,2.232,gonen,1
7200,144.812,64.879,0.894,7332,95.746,0.598,346.182,0.755,2.232,gonen,1
7138,143.005,64.069,0.894,7227,95.333,0.579,337.453,0.788,2.232,gonen,1
5930,130.768,58.586,0.894,6126,86.893,0.754,311.983,0.766,2.232,gonen,3
7676,148.24,66.414,0.894,7808,98.86,0.601,348.491,0.794,2.232,gonen,1
8972,160.766,72.024,0.894,9204,106.881,0.778,384.827,0.761,2.232,gonen,2
9249,162.772,72.922,0.894,9398,108.518,0.693,384.53,0.786,2.232,gonen,2
8935,159.944,71.655,0.894,9126,106.66,0.588,380.88,0.774,2.232,gonen,2
7709,149.878,67.144,0.894,7952,99.073,0.63,361.986,0.739,2.232,gonen,1
7963,151.277,67.77,0.894,8204,100.692,0.56,362.444,0.762,2.232,gonen,1
8943,160.931,72.094,0.894,9324,106.708,0.609,387.691,0.748,2.232,gonen,2
8558,156.879,70.278,0.894,8850,104.386,0.699,381.569,0.739,2.232,gonen,2
9112,162.006,72.573,0.894,9289,107.711,0.618,383.745,0.778,2.232,gonen,2
9035,161.04,72.139,0.894,9196,107.255,0.666,384.324,0.769,2.232,gonen,2
9017,160.967,72.105,0.894,9260,107.148,0.696,386.506,0.759,2.232,gonen,2
8599,157.272,70.448,0.894,8867,104.635,0.73,377.55,0.758,2.232,gonen,2
8752,158.652,71.066,0.894,9021,105.562,0.795,379.658,0.763,2.232,gonen,2
8877,159.545,71.466,0.894,9059,106.313,0.565,384.212,0.756,2.232,gonen,2
7829,150.37,67.356,0.894,8069,99.841,0.615,358.34,0.766,2.232,gonen,1
8637,157.714,70.644,0.894,8832,104.866,0.651,374.54,0.774,2.233,gonen,2
8884,159.865,71.607,0.894,9127,106.355,0.627,380.743,0.77,2.233,gonen,2
9030,161.483,72.329,0.894,9249,107.226,0.68,385.158,0.765,2.233,gonen,2
9273,163.204,73.099,0.894,9505,108.659,0.566,390.16,0.765,2.233,gonen,2
9227,162.74,72.891,0.894,9478,108.389,0.618,388.319,0.769,2.233,gonen,2
8554,157.312,70.458,0.894,8825,104.361,0.646,377.253,0.755,2.233,gonen,2
9668,166.76,74.69,0.894,9884,110.949,0.571,395.319,0.777,2.233,gonen,2
8582,157.523,70.552,0.894,8863,104.532,0.571,377.58,0.756,2.233,gonen,2
9528,165.306,74.037,0.894,9763,110.143,0.553,408.379,0.718,2.233,gonen,2
8004,151.61,67.903,0.894,8231,100.951,0.702,362.895,0.764,2.233,gonen,1
9707,166.557,74.596,0.894,9888,111.173,0.779,403.7,0.748,2.233,gonen,2
8679,158.083,70.8,0.894,8878,105.121,0.665,374.226,0.779,2.233,gonen,2
7739,149.717,67.053,0.894,8028,99.265,0.613,362.003,0.742,2.233,gonen,1
8788,158.794,71.118,0.894,8983,105.779,0.777,374.663,0.787,2.233,gonen,2
8878,159.771,71.553,0.894,9160,106.319,0.559,385.676,0.75,2.233,gonen,2
8380,155.496,69.638,0.894,8604,103.294,0.572,370.201,0.768,2.233,gonen,2
8275,154.194,69.054,0.894,8430,102.645,0.751,364.21,0.784,2.233,gonen,2
6908,140.999,63.144,0.894,7034,93.785,0.584,334.417,0.776,2.233,gonen,1
9885,168.127,75.293,0.894,10069,112.187,0.609,397.742,0.785,2.233,gonen,2
8625,157.132,70.369,0.894,8840,104.794,0.727,380.411,0.749,2.233,gonen,2
7200,143.952,64.466,0.894,7347,95.746,0.775,340.607,0.78,2.233,gonen,1
8672,157.865,70.696,0.894,8864,105.079,0.778,376.053,0.771,2.233,gonen,2
9103,162.218,72.645,0.894,9336,107.658,0.795,385.042,0.772,2.233,gonen,2
8684,158.412,70.94,0.894,8913,105.151,0.556,378.185,0.763,2.233,gonen,2
7890,150.546,67.417,0.894,8079,100.229,0.762,357.37,0.776,2.233,gonen,1
8960,160.64,71.935,0.894,9157,106.809,0.583,381.133,0.775,2.233,gonen,2
6220,133.891,59.955,0.894,6345,88.992,0.768,319.816,0.764,2.233,gonen,3
9197,163.019,72.997,0.894,9437,108.213,0.577,390.877,0.756,2.233,gonen,2
6946,141.899,63.537,0.894,7164,94.042,0.766,340.036,0.755,2.233,gonen,1
8645,158.347,70.901,0.894,8896,104.915,0.56,379.318,0.755,2.233,gonen,2
9530,165.807,74.241,0.894,9912,110.154,0.764,399.713,0.75,2.233,gonen,2
7968,151.344,67.762,0.894,8147,100.723,0.578,358.219,0.78,2.233,gonen,1
7802,150.051,67.183,0.894,8014,99.669,0.617,356.139,0.773,2.233,gonen,1
7371,146.809,65.731,0.894,7577,96.876,0.76,349.936,0.756,2.233,gonen,1
8396,155.286,69.526,0.894,8633,103.393,0.666,371.414,0.765,2.233,gonen,2
8645,158.002,70.742,0.894,8946,104.915,0.558,377.506,0.762,2.233,gonen,2
8660,157.893,70.69,0.894,8889,105.006,0.569,375.373,0.772,2.234,gonen,2
7389,145.885,65.313,0.894,7548,96.995,0.656,347.017,0.771,2.234,gonen,1
8260,154.506,69.172,0.894,8471,102.552,0.565,367.572,0.768,2.234,gonen,2
9985,170.046,76.129,0.894,10314,112.753,0.637,409.598,0.748,2.234,gonen,2
9014,161.283,72.205,0.894,9419,107.131,0.568,389.388,0.747,2.234,gonen,2
8568,156.767,70.181,0.894,8807,104.447,0.565,375.933,0.762,2.234,gonen,2
7919,150.994,67.595,0.894,8059,100.413,0.805,356.733,0.782,2.234,gonen,1
8332,154.99,69.383,0.894,8565,102.998,0.773,368.452,0.771,2.234,gonen,2
7803,149.802,67.06,0.894,8044,99.675,0.782,360.819,0.753,2.234,gonen,1
8641,158.003,70.73,0.894,8849,104.891,0.803,373.257,0.779,2.234,gonen,2
7641,148.157,66.322,0.894,7776,98.635,0.611,351.51,0.777,2.234,gonen,1
8335,154.833,69.311,0.894,8591,103.017,0.558,369.797,0.766,2.234,gonen,2
8286,154.328,69.084,0.894,8522,102.713,0.662,366.956,0.773,2.234,gonen,2
